Fecha;Hora;Temperatura (C);Humedad (%);CO (ppm);CO2 (ppm);Latitud;Longitud;Altitud (m);Velocidad (km/h);HDOP
21/11/2025;11:49:46;35.1;60.0;0.00;719;-3.744749;-73.248168;87.1;0.07;3.44
21/11/2025;11:49:46;35.2;59.7;0.00;719;-3.744749;-73.248168;87.1;0.07;3.44
21/11/2025;11:49:46;35.2;59.7;0.01;719;-3.744749;-73.248168;87.1;0.07;3.44
21/11/2025;11:49:46;35.2;59.7;0.01;719;-3.744749;-73.248168;87.1;0.07;3.44
21/11/2025;11:49:46;35.2;59.7;0.00;719;-3.744746;-73.248159;90.9;0.11;3.44
21/11/2025;11:49:47;35.2;59.7;0.00;719;-3.744746;-73.248159;90.9;0.11;3.44
21/11/2025;11:49:47;35.2;59.7;0.00;719;-3.744746;-73.248159;90.9;0.11;3.44
21/11/2025;11:49:47;35.2;59.7;0.00;719;-3.744746;-73.248159;90.9;0.11;3.44
21/11/2025;11:49:47;35.2;59.7;0.00;719;-3.744746;-73.248159;90.9;0.11;3.44
21/11/2025;11:49:47;35.2;59.7;0.01;719;-3.744746;-73.248159;94.2;0.15;3.44
21/11/2025;11:49:48;35.2;59.7;0.01;719;-3.744746;-73.248159;94.2;0.15;3.44
21/11/2025;11:49:48;35.2;59.7;0.00;720;-3.744746;-73.248159;94.2;0.15;3.44
21/11/2025;11:49:48;35.2;59.4;0.00;720;-3.744746;-73.248159;94.2;0.15;3.44
21/11/2025;11:49:48;35.2;59.4;0.00;720;-3.744746;-73.248159;94.2;0.15;3.44
21/11/2025;11:49:48;35.2;59.4;0.00;720;-3.744743;-73.248157;98.7;0.09;3.44
21/11/2025;11:49:49;35.2;59.4;0.00;720;-3.744743;-73.248157;98.7;0.09;3.44
21/11/2025;11:49:49;35.2;59.4;0.00;721;-3.744743;-73.248157;98.7;0.09;3.44
21/11/2025;11:49:49;35.2;59.4;0.00;721;-3.744743;-73.248157;98.7;0.09;3.44
21/11/2025;11:49:49;35.2;59.4;0.00;721;-3.744743;-73.248157;98.7;0.09;3.44
21/11/2025;11:49:49;35.2;59.4;0.00;721;-3.744740;-73.248154;102.6;0.11;3.44
21/11/2025;11:49:50;35.2;59.4;0.00;721;-3.744740;-73.248154;102.6;0.11;3.44
21/11/2025;11:49:50;35.2;59.4;0.00;721;-3.744740;-73.248154;102.6;0.11;3.44
21/11/2025;11:49:50;35.2;59.4;0.00;721;-3.744740;-73.248154;102.6;0.11;3.44
21/11/2025;11:49:50;35.2;59.4;0.00;721;-3.744740;-73.248154;102.6;0.11;3.44
21/11/2025;11:49:50;35.2;59.4;0.00;721;-3.744739;-73.248153;102.6;0.09;3.44
21/11/2025;11:49:51;35.2;59.4;0.00;721;-3.744739;-73.248153;104.8;0.09;3.44
21/11/2025;11:49:51;35.2;59.4;0.00;721;-3.744739;-73.248153;104.8;0.09;3.44
21/11/2025;11:49:51;35.2;59.4;0.00;721;-3.744739;-73.248153;104.8;0.09;3.44
21/11/2025;11:49:51;35.2;59.4;0.00;721;-3.744739;-73.248153;104.8;0.09;3.44
21/11/2025;11:49:51;35.2;59.4;0.00;721;-3.744736;-73.248150;104.8;0.20;3.44
21/11/2025;11:49:51;35.2;59.4;0.00;721;-3.744736;-73.248150;107.8;0.20;3.44
21/11/2025;11:49:52;35.2;59.4;0.01;721;-3.744736;-73.248150;107.8;0.20;3.44
21/11/2025;11:49:52;35.2;59.4;0.00;721;-3.744736;-73.248150;107.8;0.20;3.44
21/11/2025;11:49:52;35.2;59.4;0.00;721;-3.744736;-73.248150;107.8;0.20;3.44
21/11/2025;11:49:52;35.2;59.6;0.00;721;-3.744731;-73.248144;107.8;0.30;3.44
21/11/2025;11:49:52;35.2;59.6;0.00;721;-3.744731;-73.248144;112.5;0.30;3.44
21/11/2025;11:49:53;35.2;59.6;0.00;722;-3.744731;-73.248144;112.5;0.30;3.44
21/11/2025;11:49:53;35.2;59.6;0.00;722;-3.744731;-73.248144;112.5;0.30;3.44
21/11/2025;11:49:53;35.2;59.6;0.00;722;-3.744731;-73.248144;112.5;0.30;3.44
21/11/2025;11:49:53;35.2;59.6;0.00;722;-3.744739;-73.248150;112.5;0.19;3.44
21/11/2025;11:49:53;35.2;59.6;0.00;722;-3.744739;-73.248150;107.7;0.19;3.44
21/11/2025;11:49:54;35.2;59.6;0.00;722;-3.744739;-73.248150;107.7;0.19;3.44
21/11/2025;11:49:54;35.2;59.6;0.01;723;-3.744739;-73.248150;107.7;0.19;3.44
21/11/2025;11:49:54;35.2;59.6;0.01;723;-3.744739;-73.248150;107.7;0.19;3.44
21/11/2025;11:49:54;35.2;59.6;0.00;723;-3.744743;-73.248154;107.7;0.06;3.44
21/11/2025;11:49:54;35.3;59.4;0.00;723;-3.744743;-73.248154;105.6;0.06;3.44
21/11/2025;11:49:55;35.3;59.4;0.01;723;-3.744743;-73.248154;105.6;0.06;3.44
21/11/2025;11:49:55;35.3;59.4;0.00;722;-3.744743;-73.248154;105.6;0.06;3.44
21/11/2025;11:49:55;35.3;59.4;0.01;722;-3.744743;-73.248154;105.6;0.06;3.44
21/11/2025;11:49:55;35.3;59.4;0.00;722;-3.744751;-73.248158;105.6;0.85;3.44
21/11/2025;11:49:55;35.3;59.4;0.00;722;-3.744751;-73.248158;101.7;0.85;3.44
21/11/2025;11:49:56;35.3;59.4;0.00;722;-3.744751;-73.248158;101.7;0.85;3.44
21/11/2025;11:49:56;35.3;59.4;0.01;720;-3.744751;-73.248158;101.7;0.85;3.44
21/11/2025;11:49:56;35.3;59.4;0.01;720;-3.744751;-73.248158;101.7;0.85;3.44
21/11/2025;11:49:56;35.3;59.4;0.00;720;-3.744751;-73.248158;101.7;0.85;3.44
21/11/2025;11:49:56;35.3;59.4;0.00;720;-3.744758;-73.248156;100.2;3.17;3.43
21/11/2025;11:49:57;35.3;59.2;0.00;720;-3.744758;-73.248156;100.2;3.17;3.43
21/11/2025;11:49:57;35.3;59.2;0.01;718;-3.744758;-73.248156;100.2;3.17;3.43
21/11/2025;11:49:57;35.3;59.2;0.01;718;-3.744758;-73.248156;100.2;3.17;3.43
21/11/2025;11:49:57;35.3;59.2;0.00;718;-3.744758;-73.248156;100.2;3.17;3.43
21/11/2025;11:49:57;35.3;59.2;0.00;718;-3.744765;-73.248150;98.5;4.83;3.43
21/11/2025;11:49:58;35.3;59.2;0.00;718;-3.744765;-73.248150;98.5;4.83;3.43
21/11/2025;11:49:58;35.3;59.2;0.00;716;-3.744765;-73.248150;98.5;4.83;3.43
21/11/2025;11:49:58;35.3;59.2;0.01;716;-3.744765;-73.248150;98.5;4.83;3.43
21/11/2025;11:49:58;35.3;59.2;0.01;716;-3.744765;-73.248150;98.5;4.83;3.43
21/11/2025;11:49:58;35.3;59.2;0.00;716;-3.744772;-73.248143;96.4;4.00;3.43
21/11/2025;11:49:59;35.3;59.2;0.01;716;-3.744772;-73.248143;96.4;4.00;3.43
21/11/2025;11:49:59;35.3;58.9;0.00;714;-3.744772;-73.248143;96.4;4.00;3.43
21/11/2025;11:49:59;35.3;58.9;0.00;714;-3.744772;-73.248143;96.4;4.00;3.43
21/11/2025;11:49:59;35.3;58.9;0.00;714;-3.744772;-73.248143;96.4;4.00;3.43
21/11/2025;11:49:59;35.3;58.9;0.01;714;-3.744778;-73.248134;95.6;4.20;3.43
21/11/2025;11:50:00;35.3;58.9;0.01;714;-3.744778;-73.248134;95.6;4.20;3.43
21/11/2025;11:50:00;35.3;58.9;0.00;714;-3.744778;-73.248134;95.6;4.20;3.43
21/11/2025;11:50:00;35.3;58.9;0.00;713;-3.744778;-73.248134;95.6;4.20;3.43
21/11/2025;11:50:00;35.3;58.9;0.00;713;-3.744778;-73.248134;95.6;4.20;3.43
21/11/2025;11:50:00;35.3;58.9;0.00;713;-3.744786;-73.248126;95.6;4.72;3.43
21/11/2025;11:50:01;35.3;58.9;0.00;713;-3.744786;-73.248126;94.3;4.72;3.43
21/11/2025;11:50:01;35.3;58.9;0.00;713;-3.744786;-73.248126;94.3;4.72;3.43
21/11/2025;11:50:01;35.3;58.8;0.01;713;-3.744786;-73.248126;94.3;4.72;3.43
21/11/2025;11:50:01;35.3;58.8;0.00;713;-3.744786;-73.248126;94.3;4.72;3.43
21/11/2025;11:50:01;35.3;58.8;0.00;713;-3.744790;-73.248115;94.3;4.43;3.43
21/11/2025;11:50:02;35.3;58.8;0.00;713;-3.744790;-73.248115;94.2;4.43;3.43
21/11/2025;11:50:02;35.3;58.8;0.00;713;-3.744790;-73.248115;94.2;4.43;3.43
21/11/2025;11:50:02;35.3;58.8;0.00;712;-3.744790;-73.248115;94.2;4.43;3.43
21/11/2025;11:50:02;35.3;58.8;0.00;712;-3.744790;-73.248115;94.2;4.43;3.43
21/11/2025;11:50:02;35.3;58.8;0.01;712;-3.744791;-73.248105;94.2;2.78;3.43
21/11/2025;11:50:02;35.3;58.8;0.00;712;-3.744791;-73.248105;93.1;2.78;3.43
21/11/2025;11:50:03;35.3;58.8;0.00;712;-3.744791;-73.248105;93.1;2.78;3.43
21/11/2025;11:50:03;35.3;58.8;0.01;710;-3.744791;-73.248105;93.1;2.78;3.43
21/11/2025;11:50:03;35.2;58.6;0.01;710;-3.744791;-73.248105;93.1;2.78;3.43
21/11/2025;11:50:03;35.2;58.6;0.00;710;-3.744798;-73.248097;93.1;4.83;3.43
21/11/2025;11:50:03;35.2;58.6;0.00;710;-3.744798;-73.248097;90.9;4.83;3.43
21/11/2025;11:50:04;35.2;58.6;0.00;710;-3.744798;-73.248097;90.9;4.83;3.43
21/11/2025;11:50:04;35.2;58.6;0.00;710;-3.744798;-73.248097;90.9;4.83;3.43
21/11/2025;11:50:04;35.2;58.6;0.00;710;-3.744798;-73.248097;90.9;4.83;3.43
21/11/2025;11:50:04;35.2;58.6;0.00;710;-3.744803;-73.248080;90.9;7.70;3.43
21/11/2025;11:50:04;35.2;58.6;0.00;710;-3.744803;-73.248080;90.6;7.70;3.43
21/11/2025;11:50:05;35.2;58.6;0.00;710;-3.744803;-73.248080;90.6;7.70;3.43
21/11/2025;11:50:05;35.2;58.6;0.00;706;-3.744803;-73.248080;90.6;7.70;3.43
21/11/2025;11:50:05;35.2;58.6;0.00;706;-3.744803;-73.248080;90.6;7.70;3.43
21/11/2025;11:50:05;35.1;58.3;0.00;706;-3.744812;-73.248054;90.6;10.56;3.43
21/11/2025;11:50:05;35.1;58.3;0.00;706;-3.744812;-73.248054;89.9;10.56;3.43
21/11/2025;11:50:06;35.1;58.3;0.00;706;-3.744812;-73.248054;89.9;10.56;3.43
21/11/2025;11:50:06;35.1;58.3;0.00;706;-3.744812;-73.248054;89.9;10.56;3.43
21/11/2025;11:50:06;35.1;58.3;0.01;706;-3.744812;-73.248054;89.9;10.56;3.43
21/11/2025;11:50:06;35.1;58.3;0.00;706;-3.744828;-73.248025;89.9;13.20;3.43
21/11/2025;11:50:06;35.1;58.3;0.00;706;-3.744828;-73.248025;89.0;13.20;3.43
21/11/2025;11:50:07;35.1;58.3;0.00;706;-3.744828;-73.248025;89.0;13.20;3.43
21/11/2025;11:50:07;35.1;58.3;0.00;706;-3.744828;-73.248025;89.0;13.20;3.43
21/11/2025;11:50:07;35.1;58.3;0.00;709;-3.744828;-73.248025;89.0;13.20;3.43
21/11/2025;11:50:07;35.1;58.3;0.00;709;-3.744849;-73.247992;89.0;16.43;3.43
21/11/2025;11:50:07;35.1;58.4;0.00;709;-3.744849;-73.247992;87.4;16.43;3.43
21/11/2025;11:50:08;35.1;58.4;0.00;709;-3.744849;-73.247992;87.4;16.43;3.43
21/11/2025;11:50:08;35.1;58.4;0.00;709;-3.744849;-73.247992;87.4;16.43;3.43
21/11/2025;11:50:08;35.1;58.4;0.00;704;-3.744849;-73.247992;87.4;16.43;3.43
21/11/2025;11:50:08;35.1;58.4;0.00;704;-3.744849;-73.247992;87.4;16.43;3.43
21/11/2025;11:50:08;35.1;58.4;0.00;704;-3.744873;-73.247952;86.9;18.52;3.43
21/11/2025;11:50:09;35.1;58.4;0.01;704;-3.744873;-73.247952;86.9;18.52;3.43
21/11/2025;11:50:09;35.1;58.4;0.00;704;-3.744873;-73.247952;86.9;18.52;3.43
21/11/2025;11:50:09;35.1;58.4;0.01;707;-3.744873;-73.247952;86.9;18.52;3.43
21/11/2025;11:50:09;35.1;58.4;0.00;707;-3.744873;-73.247952;86.9;18.52;3.43
21/11/2025;11:50:09;35.1;58.4;0.00;707;-3.744902;-73.247910;86.8;20.22;3.43
21/11/2025;11:50:10;35.2;58.5;0.01;707;-3.744902;-73.247910;86.8;20.22;3.43
21/11/2025;11:50:10;35.2;58.5;0.00;707;-3.744902;-73.247910;86.8;20.22;3.43
21/11/2025;11:50:10;35.2;58.5;0.01;707;-3.744902;-73.247910;86.8;20.22;3.43
21/11/2025;11:50:10;35.2;58.5;0.00;707;-3.744902;-73.247910;86.8;20.22;3.43
21/11/2025;11:50:10;35.2;58.5;0.00;707;-3.744934;-73.247868;86.8;21.48;3.43
21/11/2025;11:50:11;35.2;58.5;0.00;707;-3.744934;-73.247868;86.8;21.48;3.43
21/11/2025;11:50:11;35.2;58.5;0.00;707;-3.744934;-73.247868;86.8;21.48;3.43
21/11/2025;11:50:11;35.2;58.5;0.00;702;-3.744934;-73.247868;86.8;21.48;3.43
21/11/2025;11:50:11;35.2;58.5;0.01;702;-3.744934;-73.247868;86.8;21.48;3.43
21/11/2025;11:50:11;35.2;58.5;0.00;702;-3.744963;-73.247827;86.5;19.39;3.43
21/11/2025;11:50:12;35.2;58.5;0.00;702;-3.744963;-73.247827;86.5;19.39;3.43
21/11/2025;11:50:12;35.2;58.5;0.00;702;-3.744963;-73.247827;86.5;19.39;3.43
21/11/2025;11:50:12;35.2;58.5;0.01;701;-3.744963;-73.247827;86.5;19.39;3.43
21/11/2025;11:50:12;35.2;58.5;0.00;701;-3.744963;-73.247827;86.5;19.39;3.43
21/11/2025;11:50:12;35.2;58.5;0.01;701;-3.744990;-73.247788;85.9;18.35;3.43
21/11/2025;11:50:13;35.2;58.5;0.01;701;-3.744990;-73.247788;85.9;18.35;3.43
21/11/2025;11:50:13;35.2;58.5;0.00;701;-3.744990;-73.247788;85.9;18.35;3.43
21/11/2025;11:50:13;35.2;58.5;0.00;701;-3.744990;-73.247788;85.9;18.35;3.43
21/11/2025;11:50:13;35.2;58.5;0.00;697;-3.744990;-73.247788;85.9;18.35;3.43
21/11/2025;11:50:13;35.2;58.5;0.01;697;-3.745016;-73.247752;85.9;17.30;3.43
21/11/2025;11:50:14;35.2;58.5;0.00;697;-3.745016;-73.247752;85.3;17.30;3.43
21/11/2025;11:50:14;35.2;58.5;0.01;697;-3.745016;-73.247752;85.3;17.30;3.43
21/11/2025;11:50:14;35.2;58.7;0.00;697;-3.745016;-73.247752;85.3;17.30;3.43
21/11/2025;11:50:14;35.2;58.7;0.01;694;-3.745016;-73.247752;85.3;17.30;3.43
21/11/2025;11:50:14;35.2;58.7;0.00;694;-3.745042;-73.247716;85.3;17.96;3.43
21/11/2025;11:50:15;35.2;58.7;0.00;694;-3.745042;-73.247716;85.3;17.96;3.43
21/11/2025;11:50:15;35.2;58.7;0.00;694;-3.745042;-73.247716;85.3;17.96;3.43
21/11/2025;11:50:15;35.2;58.7;0.01;694;-3.745042;-73.247716;85.3;17.96;3.43
21/11/2025;11:50:15;35.2;58.7;0.00;690;-3.745042;-73.247716;85.3;17.96;3.43
21/11/2025;11:50:15;35.2;58.7;0.00;690;-3.745069;-73.247681;85.3;17.22;3.43
21/11/2025;11:50:15;35.2;58.7;0.00;690;-3.745069;-73.247681;85.2;17.22;3.43
21/11/2025;11:50:16;35.2;58.7;0.00;690;-3.745069;-73.247681;85.2;17.22;3.43
21/11/2025;11:50:16;35.2;58.7;0.01;690;-3.745069;-73.247681;85.2;17.22;3.43
21/11/2025;11:50:16;35.2;59.0;0.01;687;-3.745069;-73.247681;85.2;17.22;3.43
21/11/2025;11:50:16;35.2;59.0;0.01;687;-3.745096;-73.247646;85.2;17.80;3.43
21/11/2025;11:50:16;35.2;59.0;0.00;687;-3.745096;-73.247646;85.0;17.80;3.43
21/11/2025;11:50:17;35.2;59.0;0.01;687;-3.745096;-73.247646;85.0;17.80;3.43
21/11/2025;11:50:17;35.2;59.0;0.00;687;-3.745096;-73.247646;85.0;17.80;3.43
21/11/2025;11:50:17;35.2;59.0;0.01;685;-3.745096;-73.247646;85.0;17.80;3.43
21/11/2025;11:50:17;35.2;59.0;0.00;685;-3.745120;-73.247611;85.0;16.85;3.43
21/11/2025;11:50:17;35.2;59.0;0.00;685;-3.745120;-73.247611;85.3;16.85;3.43
21/11/2025;11:50:18;35.2;59.0;0.00;685;-3.745120;-73.247611;85.3;16.85;3.43
21/11/2025;11:50:18;35.2;59.0;0.00;685;-3.745120;-73.247611;85.3;16.85;3.43
21/11/2025;11:50:18;35.2;59.0;0.00;683;-3.745120;-73.247611;85.3;16.85;3.43
21/11/2025;11:50:18;35.2;58.9;0.00;683;-3.745143;-73.247572;85.3;18.13;3.43
21/11/2025;11:50:18;35.2;58.9;0.00;683;-3.745143;-73.247572;84.7;18.13;3.43
21/11/2025;11:50:19;35.2;58.9;0.01;683;-3.745143;-73.247572;84.7;18.13;3.43
21/11/2025;11:50:19;35.2;58.9;0.01;683;-3.745143;-73.247572;84.7;18.13;3.43
21/11/2025;11:50:19;35.2;58.9;0.00;683;-3.745143;-73.247572;84.7;18.13;3.43
21/11/2025;11:50:19;35.2;58.9;0.00;683;-3.745166;-73.247535;84.7;17.89;3.43
21/11/2025;11:50:19;35.2;58.9;0.00;683;-3.745166;-73.247535;84.8;17.89;3.43
21/11/2025;11:50:20;35.2;58.9;0.00;683;-3.745166;-73.247535;84.8;17.89;3.43
21/11/2025;11:50:20;35.2;58.9;0.00;683;-3.745166;-73.247535;84.8;17.89;3.43
21/11/2025;11:50:20;35.2;58.9;0.00;683;-3.745166;-73.247535;84.8;17.89;3.43
21/11/2025;11:50:20;35.2;58.9;0.00;682;-3.745192;-73.247502;84.8;16.93;3.43
21/11/2025;11:50:20;35.3;58.9;0.00;682;-3.745192;-73.247502;85.3;16.93;3.43
21/11/2025;11:50:21;35.3;58.9;0.00;682;-3.745192;-73.247502;85.3;16.93;3.43
21/11/2025;11:50:21;35.3;58.9;0.01;682;-3.745192;-73.247502;85.3;16.93;3.43
21/11/2025;11:50:21;35.3;58.9;0.01;682;-3.745192;-73.247502;85.3;16.93;3.43
21/11/2025;11:50:21;35.3;58.9;0.01;683;-3.745192;-73.247502;85.3;16.93;3.43
21/11/2025;11:50:21;35.3;58.9;0.01;683;-3.745221;-73.247467;85.0;18.46;3.43
21/11/2025;11:50:22;35.3;58.9;0.01;683;-3.745221;-73.247467;85.0;18.46;3.43
21/11/2025;11:50:22;35.3;58.9;0.00;683;-3.745221;-73.247467;85.0;18.46;3.43
